data,بدون_تشكيل,tag,المحذوف,root,تصنيف_الجذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
,,فعل,مِنْ,,
بَنِي,بني,,,بني,جذر
إِسْرَائِيلَ,,اسم,اسراييل,ريل,جذر
,علي,حرف_جر,عَلَىٰ,,
,لسان,اسم,لِسَانِ,,
دَاوُودَ,داوود,,,دود,جذر
وَعِيسَى,وعيسي,,,عيس,جذر
ابْنِ,ابن,,,,
مَرْيَمَ,,اسم,مريم,مري,جذر
ذَٰلِكَ,,اسم,ذلك,,
,بما,حرف_جر,بِمَا,,
,عصوا,اسم,عَصَوْا,,
وَكَانُوا,وكانوا,,,كنو,جذر
يَعْتَدُونَ,يعتدون,,,عتد,جذر
كَانُوا,كانوا,,,كنو,جذر
,لا,حرف,لَا,,
يَتَنَاهَوْنَ,يتناهون,,,تنن,جذر
,عن,حرف_جر,عَنْ,,
,None,اسم,مُنْكَرٍ,,
فَعَلُوهُ,فعلوه,,,عله,جذر
لَبِئْسَ,لبيس,,,لبس,جذر
مَا,,اسم,ما,,
كَانُوا,كانوا,,,كنو,جذر
يَفْعَلُونَ,يفعلون,,,علن,جذر
تَرَىٰ,تري,,,,
,None,اسم,كَثِيرًا,,
,منهم,حرف_جر,مِنْهُمْ,,
,يتولون,اسم,يَتَوَلَّوْنَ,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
لَبِئْسَ,لبيس,,,لبس,جذر
مَا,,اسم,ما,,
قَدَّمَتْ,قدمت,,,قدم,جذر
,لهم,حرف_جر,لَهُمْ,,
,انفسهم,اسم,أَنْفُسُهُمْ,,
,ان,حرف,أَنْ,,
,سخط,فعل,,,
اللَّهُ,,اسم,اللَّهُ,,
,عليهم,حرف_جر,عَلَيْهِمْ,,
,وفي,اسم,وَفِي,,
الْعَذَابِ,العذاب,اسم,الْعَذَابِ,عذب,جذر
هُمْ,,اسم,هم,,
خَالِدُونَ,خالدون,,,لدن,جذر
,ولو,حرف,وَلَوْ,,
كَانُوا,كانوا,,,كنو,جذر
يُؤْمِنُونَ,يومنون,,,منن,جذر
بِاللَّهِ,بالله,,,بلل,جذر
وَالنَّبِيِّ,والنبي,,,لبي,جذر
,وما,حرف,وَمَا,,
أُنْزِلَ,انزل,,,نزل,جذر
,اليه,حرف_جر,إِلَيْهِ,,
مَا,,اسم,ما,,
اتَّخَذُوهُمْ,اتخذوهم,,,تخذ,جذر
أَوْلِيَاءَ,اولياء,,,ولي,جذر
وَلَٰكِنَّ,ولكن,,,لكن,جذر
,None,اسم,كَثِيرًا,,
,منهم,حرف_جر,مِنْهُمْ,,
,فاسقون,اسم,فَاسِقُونَ,,
لَتَجِدَنَّ,لتجدن,,,لتد,جذر
أَشَدَّ,اشد,,,,
النَّاسِ,الناس,اسم,النَّاسِ,,
,None,اسم,عَدَاوَةً,,
لِلَّذِينَ,,اسم,للذين,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
الْيَهُودَ,اليهود,اسم,الْيَهُودَ,لهد,جذر
وَالَّذِينَ,,اسم,والذين,لذي,جذر
أَشْرَكُوا,اشركوا,,,شرك,جذر
وَلَتَجِدَنَّ,ولتجدن,,,لتد,جذر
أَقْرَبَهُمْ,اقربهم,,,قرب,جذر
,None,اسم,مَوَدَّةً,,
لِلَّذِينَ,,اسم,للذين,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
قَالُوا,قالوا,,,قلو,جذر
إِنَّا,,اسم,انا,,
نَصَارَىٰ,نصاري,,,نصر,جذر
ذَٰلِكَ,,اسم,ذلك,,
,بان,حرف,بِأَنَّ,,
,منهم,حرف_جر,مِنْهُمْ,,
,قسيسين,اسم,قِسِّيسِينَ,,
,None,اسم,وَرُهْبَانًا,,
وَأَنَّهُمْ,وانهم,,,نهم,جذر
,لا,حرف,لَا,,
يَسْتَكْبِرُونَ,يستكبرون,,,برو,جذر
وَإِذَا,واذا,,,,
سَمِعُوا,سمعوا,,,معو,جذر
مَا,,اسم,ما,,
أُنْزِلَ,انزل,,,نزل,جذر
,الي,حرف_جر,إِلَى,,
,الرسول,اسم,الرَّسُولِ,,
تَرَىٰ,تري,,,,
أَعْيُنَهُمْ,اعينهم,,,عيم,جذر
تَفِيضُ,تفيض,,,فيض,جذر
مِنَ,,اسم,من,,
الدَّمْعِ,الدمع,اسم,الدَّمْعِ,لدم,جذر
,مما,حرف_جر,مِمَّا,,
,عرفوا,اسم,عَرَفُوا,,
مِنَ,,اسم,من,,
الْحَقِّ,,اسم,الْحَقِّ,لحق,جذر
يَقُولُونَ,يقولون,,,قلو,جذر
رَبَّنَا,ربنا,,,,
آمَنَّا,امنا,,,,
فَاكْتُبْنَا,فاكتبنا,,,تبن,جذر
مَعَ,مع,,,,
الشَّاهِدِينَ,الشاهدين,اسم,الشَّاهِدِينَ,شدن,جذر
,وما,حرف,وَمَا,,
,لنا,حرف_جر,لَنَا,,
,لا,اسم,لَا,,
نُؤْمِنُ,نومن,,,,
بِاللَّهِ,بالله,,,بلل,جذر
,وما,حرف,وَمَا,,
جَاءَنَا,جاءنا,,,,
مِنَ,,اسم,من,,
الْحَقِّ,,اسم,الْحَقِّ,لحق,جذر
وَنَطْمَعُ,ونطمع,,,طمع,جذر
,ان,حرف,أَنْ,,
يُدْخِلَنَا,يدخلنا,,,دخل,جذر
رَبُّنَا,ربنا,,,,
مَعَ,مع,,,,
الْقَوْمِ,القوم,اسم,الْقَوْمِ,قوم,جذر
الصَّالِحِينَ,الصالحين,اسم,الصَّالِحِينَ,حين,جذر
فَأَثَابَهُمُ,فاثابهم,,,فهم,جذر
اللَّهُ,,اسم,اللَّهُ,,
,بما,حرف_جر,بِمَا,,
,قالوا,اسم,قَالُوا,,
,None,اسم,جَنَّاتٍ,,
تَجْرِي,تجري,,,تجر,جذر
,,فعل,مِنْ,,
تَحْتِهَا,تحتها,,,,
الْأَنْهَارُ,الانهار,اسم,الْأَنْهَارُ,نهر,جذر
خَالِدِينَ,خالدين,,,خدي,جذر
,فيها,حرف_جر,فِيهَا,,
وَذَٰلِكَ,,اسم,وذلك,,
جَزَاءُ,جزاء,,,جزء,جذر
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ,حسن,جذر
وَالَّذِينَ,,اسم,والذين,لذي,جذر
كَفَرُوا,كفروا,,,كرو,جذر
وَكَذَّبُوا,وكذبوا,,,كبو,جذر
بِآيَاتِنَا,باياتنا,,,بيت,جذر
أُولَٰئِكَ,,اسم,اوليك,,
أَصْحَابُ,اصحاب,,,صحب,جذر
الْجَحِيمِ,الجحيم,اسم,الْجَحِيمِ,جحم,جذر
,يا,حرف,يَا,,
,ايها,حرف,أَيُّهَا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
,لا,حرف,لَا,,
تُحَرِّمُوا,تحرموا,,,تحم,جذر
طَيِّبَاتِ,طيبات,,,طيب,جذر
مَا,,اسم,ما,,
أَحَلَّ,احل,,,,
اللَّهُ,,اسم,اللَّهُ,,
,لكم,حرف_جر,لَكُمْ,,
,ولا,اسم,وَلَا,,
تَعْتَدُوا,تعتدوا,,,عتد,جذر
,ان,حرف,إِنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
,لا,حرف,لَا,,
يُحِبُّ,يحب,,,,
الْمُعْتَدِينَ,المعتدين,اسم,الْمُعْتَدِينَ,عتد,جذر
وَكُلُوا,وكلوا,,,كلو,جذر
,مما,حرف_جر,مِمَّا,,
,رزقكم,اسم,رَزَقَكُمُ,,
اللَّهُ,,اسم,اللَّهُ,,
,None,اسم,حَلَالًا,,
,None,اسم,طَيِّبًا,,
وَاتَّقُوا,واتقوا,,,,
اللَّهَ,,اسم,اللَّهَ,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
أَنْتُمْ,,اسم,انتم,,
,به,حرف_جر,بِهِ,,
,مومنون,اسم,مُؤْمِنُونَ,,
,لا,حرف,لَا,,
يُؤَاخِذُكُمُ,يواخذكم,,,خذم,جذر
اللَّهُ,,اسم,اللَّهُ,,
بِاللَّغْوِ,باللغو,,,بغو,جذر
,في,حرف_جر,فِي,,
,ايمانكم,اسم,أَيْمَانِكُمْ,,
,ولكن,حرف,وَلَٰكِنْ,,
يُؤَاخِذُكُمْ,يواخذكم,,,خذم,جذر
,بما,حرف_جر,بِمَا,,
,عقدتم,اسم,عَقَّدْتُمُ,,
الْأَيْمَانَ,الايمان,اسم,الْأَيْمَانَ,لين,جذر
فَكَفَّارَتُهُ,فكفارته,,,فرت,جذر
إِطْعَامُ,اطعام,,,طعم,جذر
عَشَرَةِ,,اسم,عشره,عشر,جذر
مَسَاكِينَ,مساكين,,,كين,جذر
,,فعل,مِنْ,,
أَوْسَطِ,اوسط,,,وسط,جذر
مَا,,اسم,ما,,
تُطْعِمُونَ,تطعمون,,,تطو,جذر
أَهْلِيكُمْ,اهليكم,,,لكم,جذر
,او,حرف,أَوْ,,
كِسْوَتُهُمْ,كسوتهم,,,تهم,جذر
,او,حرف,أَوْ,,
تَحْرِيرُ,تحرير,,,ترر,جذر
,None,اسم,رَقَبَةٍ,,
,فمن,حرف_جر,فَمَنْ,,
,,فعل,لَمْ,,
يَجِدْ,يجد,,,,
فَصِيَامُ,فصيام,,,فصم,جذر
ثَلَاثَةِ,,اسم,ثلاثه,ثلث,جذر
,None,اسم,أَيَّامٍ,,
ذَٰلِكَ,,اسم,ذلك,,
كَفَّارَةُ,كفاره,,,كفر,جذر
أَيْمَانِكُمْ,ايمانكم,,,يمن,جذر
إِذَا,اذا,,,,
حَلَفْتُمْ,حلفتم,,,حتم,جذر
وَاحْفَظُوا,واحفظوا,,,حظو,جذر
أَيْمَانَكُمْ,ايمانكم,,,يمن,جذر
كَذَٰلِكَ,,اسم,كذلك,,
يُبَيِّنُ,يبين,,,بين,جذر
اللَّهُ,,اسم,اللَّهُ,,
,لكم,حرف_جر,لَكُمْ,,
,اياته,اسم,آيَاتِهِ,,
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تَشْكُرُونَ,تشكرون,,,شرن,جذر
,يا,حرف,يَا,,
,ايها,حرف,أَيُّهَا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
,انما,حرف,إِنَّمَا,,
الْخَمْرُ,الخمر,اسم,الْخَمْرُ,لخم,جذر
وَالْمَيْسِرُ,والميسر,,,لمس,جذر
وَالْأَنْصَابُ,والانصاب,,,لصب,جذر
وَالْأَزْلَامُ,والازلام,,,لزم,جذر
,None,اسم,رِجْسٌ,,
,,فعل,مِنْ,,
عَمَلِ,عمل,,,عمل,جذر
الشَّيْطَانِ,الشيطان,اسم,الشَّيْطَانِ,شطن,جذر
فَاجْتَنِبُوهُ,فاجتنبوه,,,بوه,جذر
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تُفْلِحُونَ,تفلحون,,,تفل,جذر
,انما,حرف,إِنَّمَا,,
يُرِيدُ,يريد,,,,
الشَّيْطَانُ,الشيطان,اسم,الشَّيْطَانُ,شطن,جذر
,ان,حرف,أَنْ,,
يُوقِعَ,يوقع,,,وقع,جذر
بَيْنَكُمُ,بينكم,,,بكم,جذر
الْعَدَاوَةَ,العداوه,اسم,الْعَدَاوَةَ,عدو,جذر
وَالْبَغْضَاءَ,والبغضاء,,,بغض,جذر
,في,حرف_جر,فِي,,
,الخمر,اسم,الْخَمْرِ,,
وَالْمَيْسِرِ,والميسر,,,لمس,جذر
وَيَصُدَّكُمْ,ويصدكم,,,صدم,جذر
,عن,حرف_جر,عَنْ,,
,ذكر,اسم,ذِكْرِ,,
اللَّهِ,,اسم,اللَّهِ,,
وَعَنِ,وعن,,,,
الصَّلَاةِ,,اسم,الصَّلَاةِ,,
فَهَلْ,فهل,,,,
أَنْتُمْ,,اسم,انتم,,
مُنْتَهُونَ,منتهون,,,تهن,جذر
وَأَطِيعُوا,واطيعوا,,,طيع,جذر
اللَّهَ,,اسم,اللَّهَ,,
وَأَطِيعُوا,واطيعوا,,,طيع,جذر
الرَّسُولَ,الرسول,اسم,الرَّسُولَ,رسل,جذر
وَاحْذَرُوا,واحذروا,,,حذر,جذر
,فان,حرف,فَإِنْ,,
تَوَلَّيْتُمْ,توليتم,,,تلي,جذر
فَاعْلَمُوا,فاعلموا,,,علم,جذر
,انما,حرف,أَنَّمَا,,
,علي,حرف_جر,عَلَىٰ,,
,رسولنا,اسم,رَسُولِنَا,,
الْبَلَاغُ,البلاغ,اسم,الْبَلَاغُ,بلغ,جذر
الْمُبِينُ,,اسم,الْمُبِينُ,بين,جذر
,ليس,حرف,لَيْسَ,,
,علي,حرف_جر,عَلَى,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
وَعَمِلُوا,وعملوا,,,علو,جذر
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
,None,اسم,جُنَاحٌ,,
,فيما,حرف_جر,فِيمَا,,
,طعموا,اسم,طَعِمُوا,,
إِذَا,اذا,,,,
مَا,,اسم,ما,,
اتَّقَوْا,اتقوا,,,,
وَآمَنُوا,وامنوا,,,منو,جذر
وَعَمِلُوا,وعملوا,,,علو,جذر
الصَّالِحَاتِ,الصالحات,اسم,الصَّالِحَاتِ,صلت,جذر
ثُمَّ,,اسم,ثم,,
اتَّقَوْا,اتقوا,,,,
وَآمَنُوا,وامنوا,,,منو,جذر
ثُمَّ,,اسم,ثم,,
اتَّقَوْا,اتقوا,,,,
وَأَحْسَنُوا,واحسنوا,,,حسن,جذر
وَاللَّهُ,والله,,,وله,جذر
يُحِبُّ,يحب,,,,
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ,حسن,جذر
,يا,حرف,يَا,,
,ايها,حرف,أَيُّهَا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
لَيَبْلُوَنَّكُمُ,ليبلونكم,,,بكم,جذر
اللَّهُ,,اسم,اللَّهُ,,
,None,اسم,بِشَيْءٍ,,
مِنَ,,اسم,من,,
الصَّيْدِ,الصيد,اسم,الصَّيْدِ,صيد,جذر
تَنَالُهُ,تناله,,,تله,جذر
أَيْدِيكُمْ,ايديكم,,,يدي,جذر
وَرِمَاحُكُمْ,ورماحكم,,,حكم,جذر
لِيَعْلَمَ,ليعلم,,,علم,جذر
اللَّهُ,,اسم,اللَّهُ,,
,,فعل,مَنْ,,
يَخَافُهُ,يخافه,,,,
بِالْغَيْبِ,بالغيب,,,بغي,جذر
,فمن,حرف,فَمَنِ,,
اعْتَدَىٰ,اعتدي,,,عتد,جذر
بَعْدَ,بعد,,,بعد,جذر
ذَٰلِكَ,,اسم,ذلك,,
فَلَهُ,فله,,,,
,None,اسم,عَذَابٌ,,
,None,اسم,أَلِيمٌ,,
,يا,حرف,يَا,,
,ايها,حرف,أَيُّهَا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
,لا,حرف,لَا,,
تَقْتُلُوا,تقتلوا,,,تلو,جذر
الصَّيْدَ,الصيد,اسم,الصَّيْدَ,صيد,جذر
,وانتم,حرف,وَأَنْتُمْ,,
,None,اسم,حُرُمٌ,,
,ومن,حرف_جر,وَمَنْ,,
,قتله,اسم,قَتَلَهُ,,
,منكم,حرف_جر,مِنْكُمْ,,
,None,اسم,مُتَعَمِّدًا,,
,None,اسم,فَجَزَاءٌ,,
مِثْلُ,مثل,,,مثل,جذر
مَا,,اسم,ما,,
,قتل,فعل,,,
مِنَ,,اسم,من,,
النَّعَمِ,النعم,اسم,النَّعَمِ,نعم,جذر
,يحكم,فعل,,,
,به,حرف_جر,بِهِ,,
,ذوا,اسم,ذَوَا,,
,None,اسم,عَدْلٍ,,
,منكم,حرف_جر,مِنْكُمْ,,
,None,اسم,هَدْيًا,,
بَالِغَ,بالغ,,,بلغ,جذر
الْكَعْبَةِ,الكعبه,اسم,الْكَعْبَةِ,كعب,جذر
,او,حرف,أَوْ,,
,None,اسم,كَفَّارَةٌ,,
طَعَامُ,طعام,,,طعم,جذر
مَسَاكِينَ,مساكين,,,كين,جذر
,او,حرف,أَوْ,,
عَدْلُ,عدل,,,عدل,جذر
ذَٰلِكَ,,اسم,ذلك,,
,None,اسم,صِيَامًا,,
لِيَذُوقَ,ليذوق,,,لوق,جذر
وَبَالَ,وبال,,,وبل,جذر
أَمْرِهِ,امره,,,مره,جذر
,عفا,فعل,,,
اللَّهُ,,اسم,اللَّهُ,,
,عما,حرف_جر,عَمَّا,,
,سلف,اسم,سَلَفَ,,
,ومن,حرف_جر,وَمَنْ,,
,عاد,اسم,عَادَ,,
فَيَنْتَقِمُ,فينتقم,,,فتق,جذر
اللَّهُ,,اسم,اللَّهُ,,
,منه,حرف_جر,مِنْهُ,,
,والله,اسم,وَاللَّهُ,,
,None,اسم,عَزِيزٌ,,
ذُو,,اسم,ذو,,
,None,اسم,انْتِقَامٍ,,
أُحِلَّ,احل,,,,
,لكم,حرف_جر,لَكُمْ,,
,صيد,اسم,صَيْدُ,,
الْبَحْرِ,البحر,اسم,الْبَحْرِ,بحر,جذر
وَطَعَامُهُ,وطعامه,,,طعم,جذر
,None,اسم,مَتَاعًا,,
,لكم,حرف_جر,لَكُمْ,,
,وللسياره,اسم,وَلِلسَّيَّارَةِ,,
وَحُرِّمَ,وحرم,,,حرم,جذر
,عليكم,حرف_جر,عَلَيْكُمْ,,
,صيد,اسم,صَيْدُ,,
الْبَرِّ,,اسم,الْبَرِّ,,
مَا,,اسم,ما,,
دُمْتُمْ,دمتم,,,دمم,جذر
,None,اسم,حُرُمًا,,
وَاتَّقُوا,واتقوا,,,,
اللَّهَ,,اسم,اللَّهَ,,
الَّذِي,,اسم,الَّذِي,لذي,جذر
,اليه,حرف_جر,إِلَيْهِ,,
,تحشرون,اسم,تُحْشَرُونَ,,
,جعل,فعل,,,
اللَّهُ,,اسم,اللَّهُ,,
الْكَعْبَةَ,الكعبه,اسم,الْكَعْبَةَ,كعب,جذر
الْبَيْتَ,البيت,اسم,الْبَيْتَ,بيت,جذر
الْحَرَامَ,الحرام,اسم,الْحَرَامَ,حرم,جذر
,None,اسم,قِيَامًا,,
لِلنَّاسِ,للناس,,,,
وَالشَّهْرَ,والشهر,,,شهر,جذر
الْحَرَامَ,الحرام,اسم,الْحَرَامَ,حرم,جذر
وَالْهَدْيَ,والهدي,,,لهد,جذر
وَالْقَلَائِدَ,والقلايد,,,قلد,جذر
ذَٰلِكَ,,اسم,ذلك,,
لِتَعْلَمُوا,لتعلموا,,,تعل,جذر
,ان,حرف,أَنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
يَعْلَمُ,يعلم,,,علم,جذر
مَا,,اسم,ما,,
,في,حرف_جر,فِي,,
,السماوات,اسم,السَّمَاوَاتِ,,
,وما,حرف,وَمَا,,
,في,حرف_جر,فِي,,
,الارض,اسم,الْأَرْضِ,,
,وان,حرف,وَأَنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
بِكُلِّ,بكل,,,بكل,جذر
,None,اسم,شَيْءٍ,,
,None,اسم,عَلِيمٌ,,
اعْلَمُوا,اعلموا,,,علم,جذر
,ان,حرف,أَنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
شَدِيدُ,شديد,,,شدد,جذر
الْعِقَابِ,العقاب,اسم,الْعِقَابِ,عقب,جذر
,وان,حرف,وَأَنَّ,,
اللَّهَ,,اسم,اللَّهَ,,
,None,اسم,غَفُورٌ,,
,None,اسم,رَحِيمٌ,,
مَا,,اسم,ما,,
,علي,حرف_جر,عَلَى,,
,الرسول,اسم,الرَّسُولِ,,
,الا,حرف,إِلَّا,,
الْبَلَاغُ,البلاغ,اسم,الْبَلَاغُ,بلغ,جذر
وَاللَّهُ,والله,,,وله,جذر
يَعْلَمُ,يعلم,,,علم,جذر
مَا,,اسم,ما,,
تُبْدُونَ,تبدون,,,بدن,جذر
,وما,حرف,وَمَا,,
تَكْتُمُونَ,تكتمون,,,كتم,جذر
,قل,فعل,قُلْ,,
,لا,حرف,لَا,,
يَسْتَوِي,يستوي,,,توي,جذر
الْخَبِيثُ,الخبيث,اسم,الْخَبِيثُ,بيث,جذر
وَالطَّيِّبُ,والطيب,,,طيب,جذر
,ولو,حرف,وَلَوْ,,
أَعْجَبَكَ,اعجبك,,,عبك,جذر
كَثْرَةُ,كثره,,,كثر,جذر
الْخَبِيثِ,الخبيث,اسم,الْخَبِيثِ,بيث,جذر
فَاتَّقُوا,فاتقوا,,,فتق,جذر
اللَّهَ,,اسم,اللَّهَ,,
,يا,حرف,يَا,,
أُولِي,,اسم,اولي,ولي,جذر
الْأَلْبَابِ,الالباب,اسم,الْأَلْبَابِ,لبب,جذر
لَعَلَّكُمْ,لعلكم,,,عكم,جذر
تُفْلِحُونَ,تفلحون,,,تفل,جذر
,يا,حرف,يَا,,
,ايها,حرف,أَيُّهَا,,
الَّذِينَ,,اسم,الَّذِينَ,لذي,جذر
آمَنُوا,امنوا,,,منو,جذر
,لا,حرف,لَا,,
تَسْأَلُوا,تسالوا,,,تلو,جذر
,عن,حرف_جر,عَنْ,,
,اشياء,اسم,أَشْيَاءَ,,
,ان,حرف,إِنْ,,
تُبْدَ,تبد,,,,
,لكم,حرف_جر,لَكُمْ,,
,تسوكم,اسم,تَسُؤْكُمْ,,
,وان,حرف,وَإِنْ,,
تَسْأَلُوا,تسالوا,,,تلو,جذر
,عنها,حرف_جر,عَنْهَا,,
,حين,اسم,حِينَ,,
يُنَزَّلُ,ينزل,,,نزل,جذر
الْقُرْآنُ,القران,اسم,الْقُرْآنُ,قرن,جذر
تُبْدَ,تبد,,,,
,لكم,حرف_جر,لَكُمْ,,
,عفا,اسم,عَفَا,,
اللَّهُ,,اسم,اللَّهُ,,
,عنها,حرف_جر,عَنْهَا,,
,والله,اسم,وَاللَّهُ,,
,None,اسم,غَفُورٌ,,
,None,اسم,حَلِيمٌ,,
,قد,حرف,قَدْ,,
سَأَلَهَا,سالها,,,,
,None,اسم,قَوْمٌ,,
,,فعل,مِنْ,,
قَبْلِكُمْ,قبلكم,,,بكم,جذر
ثُمَّ,,اسم,ثم,,
أَصْبَحُوا,اصبحوا,,,صبح,جذر
,بها,حرف_جر,بِهَا,,
,كافرين,اسم,كَافِرِينَ,,
