data,بدون_تشكيل,tag,المحذوف,pattern,word_type,pattern_score
,معه,حرف_جر,مَعَهُ,,,0.0
,ربيون,اسم,رِبِّيُّونَ,,,0.0
,None,اسم,كَثِيرٌ,,,0.0
,فما,حرف,فَمَا,,,0.0
وَهَنُوا,وهنوا,,,مفعول,اسم,1.1
لِمَا,لما,,,,,0.0
أَصَابَهُمْ,اصابهم,,,تَفاعَل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,سبيل,اسم,سَبِيلِ,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,وما,حرف,وَمَا,,,0.0
ضَعُفُوا,ضعفوا,,,,,0.0
,وما,حرف,وَمَا,,,0.0
اسْتَكَانُوا,استكانوا,,,افتعل,فعل,1.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
يُحِبُّ,يحب,,,يفعل,فعل,1.0
الصَّابِرِينَ,الصابرين,اسم,الصَّابِرِينَ,,,0.0
,وما,حرف,وَمَا,,,0.0
,كان,فعل,,,,0.0
قَوْلَهُمْ,قولهم,,,فعل,فعل,1.0
,الا,حرف,إِلَّا,,,0.0
,ان,حرف,أَنْ,,,0.0
قَالُوا,قالوا,,,فعل,فعل,1.0
رَبَّنَا,ربنا,,,أفعال,اسم,1.0
,اغفر,فعل,اغْفِرْ,,,0.0
,لنا,حرف_جر,لَنَا,,,0.0
,ذنوبنا,اسم,ذُنُوبَنَا,,,0.0
وَإِسْرَافَنَا,واسرافنا,,,,,0.0
,في,حرف_جر,فِي,,,0.0
,امرنا,اسم,أَمْرِنَا,,,0.0
وَثَبِّتْ,وثبت,,,,,0.0
أَقْدَامَنَا,اقدامنا,,,أفعال,اسم,1.0
وَانْصُرْنَا,وانصرنا,,,فاعَل,فعل,1.0
,علي,حرف_جر,عَلَى,,,0.0
,القوم,اسم,الْقَوْمِ,,,0.0
الْكَافِرِينَ,الكافرين,اسم,الْكَافِرِينَ,,,0.0
فَآتَاهُمُ,فاتاهم,,,فعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
ثَوَابَ,ثواب,,,تَفاعَل,فعل,1.0
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,استفعال,اسم,0.6666666666666666
وَحُسْنَ,وحسن,,,,,0.0
ثَوَابِ,ثواب,,,تَفاعَل,فعل,1.0
الْآخِرَةِ,الاخره,اسم,الْآخِرَةِ,,,0.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
يُحِبُّ,يحب,,,يفعل,فعل,1.0
الْمُحْسِنِينَ,المحسنين,اسم,الْمُحْسِنِينَ,,,0.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
,ان,حرف,إِنْ,,,0.0
تُطِيعُوا,تطيعوا,,,تَفاعَل,فعل,0.6666666666666666
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
يَرُدُّوكُمْ,يردوكم,,,يفعل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,اعقابكم,اسم,أَعْقَابِكُمْ,,,0.0
فَتَنْقَلِبُوا,فتنقلبوا,,,فعائل,اسم,0.6666666666666666
خَاسِرِينَ,خاسرين,,,فاعَل,فعل,1.0
بَلِ,بل,,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
مَوْلَاكُمْ,مولاكم,,,فعل,فعل,1.0
,وهو,حرف,وَهُوَ,,,0.0
خَيْرُ,,اسم,خير,,,0.0
النَّاصِرِينَ,الناصرين,اسم,النَّاصِرِينَ,,,0.0
سَنُلْقِي,سنلقي,,,فعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,قلوب,اسم,قُلُوبِ,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
الرُّعْبَ,الرعب,اسم,الرُّعْبَ,انفعل,فعل,0.6666666666666666
,بما,حرف_جر,بِمَا,,,0.0
,اشركوا,اسم,أَشْرَكُوا,,,0.0
بِاللَّهِ,بالله,,,لفظ_الجلالة,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
,,فعل,لَمْ,,,0.0
يُنَزِّلْ,ينزل,,,فاعَل,فعل,1.0
,به,حرف_جر,بِهِ,,,0.0
,None,اسم,سُلْطَانًا,,,0.0
وَمَأْوَاهُمُ,وماواهم,,,مفعول,اسم,0.6
النَّارُ,النار,اسم,النَّارُ,,,0.0
وَبِئْسَ,وبيس,,,,,0.0
مَثْوَى,مثوي,,,مفعل,اسم,1.1
الظَّالِمِينَ,الظالمين,اسم,الظَّالِمِينَ,افتعل,فعل,1.0
وَلَقَدْ,ولقد,,,,,0.0
صَدَقَكُمُ,صدقكم,,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
وَعْدَهُ,وعده,,,فعل,فعل,1.0
,اذ,حرف,إِذْ,,,0.0
تَحُسُّونَهُمْ,تحسونهم,,,تَفَعَّل,فعل,1.0
بِإِذْنِهِ,باذنه,,,,,0.0
,حتي,حرف_جر,حَتَّىٰ,,,0.0
,اذا,اسم,إِذَا,,,0.0
فَشِلْتُمْ,فشلتم,,,فعل,فعل,1.0
وَتَنَازَعْتُمْ,وتنازعتم,,,,,0.0
,في,حرف_جر,فِي,,,0.0
,الامر,اسم,الْأَمْرِ,,,0.0
وَعَصَيْتُمْ,وعصيتم,,,فعل,فعل,1.0
,,فعل,مِنْ,,,0.0
بَعْدِ,بعد,,,فعل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَرَاكُمْ,اراكم,,,تَفاعَل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
تُحِبُّونَ,تحبون,,,مفعول,اسم,1.1
,منكم,حرف_جر,مِنْكُمْ,,,0.0
,,فعل,مَنْ,,,0.0
يُرِيدُ,يريد,,,يفعل,فعل,1.0
الدُّنْيَا,الدنيا,اسم,الدُّنْيَا,استفعال,اسم,0.6666666666666666
,ومنكم,حرف_جر,وَمِنْكُمْ,,,0.0
,,فعل,مَنْ,,,0.0
يُرِيدُ,يريد,,,يفعل,فعل,1.0
الْآخِرَةَ,الاخره,اسم,الْآخِرَةَ,,,0.0
ثُمَّ,,اسم,ثم,,,0.0
صَرَفَكُمْ,صرفكم,,,انفعل,فعل,1.0
,عنهم,حرف_جر,عَنْهُمْ,,,0.0
,ليبتليكم,اسم,لِيَبْتَلِيَكُمْ,,,0.0
وَلَقَدْ,ولقد,,,,,0.0
,عفا,فعل,,,,0.0
,عنكم,حرف_جر,عَنْكُمْ,,,0.0
,والله,اسم,وَاللَّهُ,,,0.0
ذُو,,اسم,ذو,,,0.0
,None,اسم,فَضْلٍ,,,0.0
,علي,حرف_جر,عَلَى,,,0.0
,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
,اذ,حرف,إِذْ,,,0.0
تُصْعِدُونَ,تصعدون,,,فاعَل,فعل,1.0
,ولا,حرف,وَلَا,,,0.0
تَلْوُونَ,تلوون,,,مفعول,اسم,0.6
,علي,حرف_جر,عَلَىٰ,,,0.0
,None,اسم,أَحَدٍ,,,0.0
وَالرَّسُولُ,والرسول,,,فعل,فعل,1.0
يَدْعُوكُمْ,يدعوكم,,,فاعَل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,اخراكم,اسم,أُخْرَاكُمْ,,,0.0
فَأَثَابَكُمْ,فاثابكم,,,فعل,فعل,1.0
,None,اسم,غَمًّا,,,0.0
,None,اسم,بِغَمٍّ,,,0.0
لِكَيْلَا,لكيلا,,,تَفَعَّل,فعل,1.0
تَحْزَنُوا,تحزنوا,,,تَفَعَّل,فعل,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
فَاتَكُمْ,فاتكم,,,فعل,فعل,1.0
,ولا,حرف,وَلَا,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
أَصَابَكُمْ,اصابكم,,,تَفاعَل,فعل,1.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
,None,اسم,خَبِيرٌ,,,0.0
,بما,حرف_جر,بِمَا,,,0.0
,تعملون,اسم,تَعْمَلُونَ,,,0.0
ثُمَّ,,اسم,ثم,,,0.0
أَنْزَلَ,انزل,,,فاعَل,فعل,1.0
,عليكم,حرف_جر,عَلَيْكُمْ,,,0.0
,,فعل,مِنْ,,,0.0
بَعْدِ,بعد,,,فعل,فعل,1.0
الْغَمِّ,الغم,اسم,الْغَمِّ,,,0.0
,None,اسم,أَمَنَةً,,,0.0
,None,اسم,نُعَاسًا,,,0.0
يَغْشَىٰ,يغشي,,,يفعل,فعل,1.0
,None,اسم,طَائِفَةً,,,0.0
,منكم,حرف_جر,مِنْكُمْ,,,0.0
,None,اسم,وَطَائِفَةٌ,,,0.0
,قد,حرف,قَدْ,,,0.0
أَهَمَّتْهُمْ,اهمتهم,,,أفعال,اسم,1.0
أَنْفُسُهُمْ,انفسهم,,,انفعل,فعل,1.0
يَظُنُّونَ,يظنون,,,مفعول,اسم,1.1
بِاللَّهِ,بالله,,,لفظ_الجلالة,اسم,1.0
,غير,حرف,غَيْرَ,,,0.0
الْحَقِّ,,اسم,الْحَقِّ,,,0.0
,ظن,فعل,,,,0.0
الْجَاهِلِيَّةِ,الجاهليه,اسم,الْجَاهِلِيَّةِ,استفعل,فعل,1.0
يَقُولُونَ,يقولون,,,فعول,اسم,1.1
,,فعل,هَلْ,,,0.0
,لنا,حرف_جر,لَنَا,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْأَمْرِ,الامر,اسم,الْأَمْرِ,,,0.0
,,فعل,مِنْ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,قل,فعل,قُلْ,,,0.0
,ان,حرف,إِنَّ,,,0.0
الْأَمْرَ,الامر,اسم,الْأَمْرَ,,,0.0
كُلَّهُ,كله,,,,,0.0
لِلَّهِ,,اسم,لله,,,0.0
يُخْفُونَ,يخفون,,,مفعول,اسم,0.6
,في,حرف_جر,فِي,,,0.0
,انفسهم,اسم,أَنْفُسِهِمْ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
,لا,حرف,لَا,,,0.0
يُبْدُونَ,يبدون,,,مفعول,اسم,1.1
,لك,حرف_جر,لَكَ,,,0.0
,يقولون,اسم,يَقُولُونَ,,,0.0
,لو,حرف,لَوْ,,,0.0
,كان,فعل,,,,0.0
,لنا,حرف_جر,لَنَا,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
الْأَمْرِ,الامر,اسم,الْأَمْرِ,,,0.0
,None,اسم,شَيْءٌ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
قُتِلْنَا,قتلنا,,,فعل,فعل,1.0
هَاهُنَا,,اسم,هاهنا,فاعَل,فعل,1.0
,قل,فعل,قُلْ,,,0.0
,لو,حرف,لَوْ,,,0.0
كُنْتُمْ,كنتم,,,انفعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,بيوتكم,اسم,بُيُوتِكُمْ,,,0.0
لَبَرَزَ,لبرز,,,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
كُتِبَ,كتب,,,,,0.0
عَلَيْهِمُ,عليهم,,,,,0.0
الْقَتْلُ,القتل,اسم,الْقَتْلُ,انفعل,فعل,1.0
إِلَىٰ,الي,,,,,0.0
مَضَاجِعِهِمْ,مضاجعهم,,,مفاعل,اسم,0.7666666666666666
وَلِيَبْتَلِيَ,وليبتلي,,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
,في,حرف_جر,فِي,,,0.0
,صدوركم,اسم,صُدُورِكُمْ,,,0.0
وَلِيُمَحِّصَ,وليمحص,,,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
,في,حرف_جر,فِي,,,0.0
,قلوبكم,اسم,قُلُوبِكُمْ,,,0.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
,None,اسم,عَلِيمٌ,,,0.0
بِذَاتِ,بذات,,,مفاعل,اسم,1.0
الصُّدُورِ,الصدور,اسم,الصُّدُورِ,,,0.0
,ان,حرف,إِنَّ,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
تَوَلَّوْا,تولوا,,,فعل,فعل,1.0
,منكم,حرف_جر,مِنْكُمْ,,,0.0
,يوم,اسم,يَوْمَ,,,0.0
الْتَقَى,التقي,اسم,الْتَقَى,افتعل,فعل,0.6666666666666666
الْجَمْعَانِ,الجمعان,اسم,الْجَمْعَانِ,استفعال,اسم,0.75
,انما,حرف,إِنَّمَا,,,0.0
اسْتَزَلَّهُمُ,استزلهم,,,انفعل,فعل,1.0
الشَّيْطَانُ,الشيطان,اسم,الشَّيْطَانُ,استفعال,اسم,0.6666666666666666
بِبَعْضِ,ببعض,,,فاعَل,فعل,1.0
مَا,,اسم,ما,مفعل,اسم,1.1
كَسَبُوا,كسبوا,,,مفعول,اسم,1.1
وَلَقَدْ,ولقد,,,,,0.0
,عفا,فعل,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,عنهم,حرف_جر,عَنْهُمْ,,,0.0
,ان,اسم,إِنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,None,اسم,غَفُورٌ,,,0.0
,None,اسم,حَلِيمٌ,,,0.0
,يا,حرف,يَا,,,0.0
,ايها,حرف,أَيُّهَا,,,0.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
آمَنُوا,امنوا,,,مفعول,اسم,0.6
,لا,حرف,لَا,,,0.0
تَكُونُوا,تكونوا,,,فعول,اسم,1.1
كَالَّذِينَ,,اسم,كالذين,فعل,فعل,1.0
كَفَرُوا,كفروا,,,مفعول,اسم,1.1
وَقَالُوا,وقالوا,,,تَفَعَّل,فعل,1.0
لِإِخْوَانِهِمْ,لاخوانهم,,,,,0.0
إِذَا,اذا,,,تَفاعَل,فعل,1.0
ضَرَبُوا,ضربوا,,,مفعول,اسم,1.1
,في,حرف_جر,فِي,,,0.0
,الارض,اسم,الْأَرْضِ,,,0.0
,او,حرف,أَوْ,,,0.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
غُزًّى,غزي,,,,,0.0
,لو,حرف,لَوْ,,,0.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
عِنْدَنَا,عندنا,,,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
مَاتُوا,ماتوا,,,مفعول,اسم,1.2000000000000002
,وما,حرف,وَمَا,,,0.0
قُتِلُوا,قتلوا,,,فعل,فعل,1.0
لِيَجْعَلَ,ليجعل,,,تَفاعَل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
ذَٰلِكَ,,اسم,ذلك,فعل,فعل,1.0
,None,اسم,حَسْرَةً,,,0.0
,في,حرف_جر,فِي,,,0.0
,قلوبهم,اسم,قُلُوبِهِمْ,,,0.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
يُحْيِي,يحيي,,,يفعل,فعل,1.0
وَيُمِيتُ,ويميت,,,,,0.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
,بما,حرف_جر,بِمَا,,,0.0
,تعملون,اسم,تَعْمَلُونَ,,,0.0
,None,اسم,بَصِيرٌ,,,0.0
وَلَئِنْ,ولين,,,,,0.0
قُتِلْتُمْ,قتلتم,,,فعل,فعل,1.0
,في,حرف_جر,فِي,,,0.0
,سبيل,اسم,سَبِيلِ,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,او,حرف,أَوْ,,,0.0
مُتُّمْ,متم,,,مفعل,اسم,1.1
,None,اسم,لَمَغْفِرَةٌ,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,None,اسم,وَرَحْمَةٌ,,,0.0
,None,اسم,خَيْرٌ,,,0.0
,مما,حرف_جر,مِمَّا,,,0.0
,يجمعون,اسم,يَجْمَعُونَ,,,0.0
وَلَئِنْ,ولين,,,,,0.0
مُتُّمْ,متم,,,مفعل,اسم,1.1
,او,حرف,أَوْ,,,0.0
قُتِلْتُمْ,قتلتم,,,فعل,فعل,1.0
لَإِلَى,لالي,,,فعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
تُحْشَرُونَ,تحشرون,,,تَفَعَّل,فعل,1.0
فَبِمَا,فبما,,,فعل,فعل,1.0
,None,اسم,رَحْمَةٍ,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
لِنْتَ,لنت,,,,,0.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,ولو,اسم,وَلَوْ,,,0.0
كُنْتَ,كنت,,,انفعل,فعل,1.0
,None,اسم,فَظًّا,,,0.0
غَلِيظَ,غليظ,,,,,0.0
الْقَلْبِ,القلب,اسم,الْقَلْبِ,تَفَعَّل,فعل,1.0
لَانْفَضُّوا,لانفضوا,,,,,0.0
,,فعل,مِنْ,,,0.0
حَوْلِكَ,حولك,,,فعل,فعل,1.0
فَاعْفُ,فاعف,,,فاعَل,فعل,1.0
,عنهم,حرف_جر,عَنْهُمْ,,,0.0
,واستغفر,اسم,وَاسْتَغْفِرْ,,,0.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,وشاورهم,اسم,وَشَاوِرْهُمْ,,,0.0
,في,حرف_جر,فِي,,,0.0
,الامر,اسم,الْأَمْرِ,,,0.0
فَإِذَا,فاذا,,,فعل,فعل,1.0
عَزَمْتَ,عزمت,,,,,0.0
فَتَوَكَّلْ,فتوكل,,,فعائل,اسم,1.0
,علي,حرف_جر,عَلَى,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,ان,حرف,إِنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
يُحِبُّ,يحب,,,يفعل,فعل,1.0
الْمُتَوَكِّلِينَ,المتوكلين,اسم,الْمُتَوَكِّلِينَ,,,0.0
,ان,حرف,إِنْ,,,0.0
يَنْصُرْكُمُ,ينصركم,,,انفعل,فعل,1.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,فلا,حرف,فَلَا,,,0.0
غَالِبَ,غالب,,,فعل,فعل,1.0
,لكم,حرف_جر,لَكُمْ,,,0.0
,وان,اسم,وَإِنْ,,,0.0
يَخْذُلْكُمْ,يخذلكم,,,فاعَل,فعل,1.0
,فمن,حرف_جر,فَمَنْ,,,0.0
ذَا,,اسم,ذا,فاعَل,فعل,1.0
الَّذِي,,اسم,الَّذِي,,,0.0
يَنْصُرُكُمْ,ينصركم,,,انفعل,فعل,1.0
,,فعل,مِنْ,,,0.0
بَعْدِهِ,بعده,,,فعل,فعل,1.0
,وعلي,حرف_جر,وَعَلَى,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
فَلْيَتَوَكَّلِ,فليتوكل,,,فعيل,اسم,0.6666666666666666
الْمُؤْمِنُونَ,المومنون,اسم,الْمُؤْمِنُونَ,,,0.0
,وما,حرف,وَمَا,,,0.0
,كان,فعل,,,,0.0
,None,اسم,لِنَبِيٍّ,,,0.0
,ان,حرف,أَنْ,,,0.0
يَغُلَّ,يغل,,,فعل,فعل,1.0
,ومن,حرف_جر,وَمَنْ,,,0.0
,يغلل,اسم,يَغْلُلْ,,,0.0
يَأْتِ,يات,,,افتعل,فعل,1.0
,بما,حرف_جر,بِمَا,,,0.0
,غل,اسم,غَلَّ,,,0.0
يَوْمَ,يوم,,,يفعل,فعل,1.0
الْقِيَامَةِ,القيامه,اسم,الْقِيَامَةِ,افتعال,اسم,0.6666666666666666
ثُمَّ,,اسم,ثم,,,0.0
تُوَفَّىٰ,توفي,,,انفعل,فعل,1.0
كُلُّ,كل,,,,,0.0
,None,اسم,نَفْسٍ,,,0.0
مَا,,اسم,ما,مفعل,اسم,1.1
كَسَبَتْ,كسبت,,,,,0.0
,وهم,حرف,وَهُمْ,,,0.0
,لا,حرف,لَا,,,0.0
يُظْلَمُونَ,يظلمون,,,فعل,فعل,1.0
أَفَمَنِ,افمن,,,تَفَعَّل,فعل,1.0
اتَّبَعَ,اتبع,,,انفعل,فعل,1.0
رِضْوَانَ,رضوان,,,فعول,اسم,1.1
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
,كمن,حرف_جر,كَمَنْ,,,0.0
,باء,اسم,بَاءَ,,,0.0
,None,اسم,بِسَخَطٍ,,,0.0
مِنَ,,اسم,من,مفعل,اسم,1.1
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
وَمَأْوَاهُ,وماواه,,,مفعول,اسم,0.6
جَهَنَّمُ,,اسم,جهنم,,,0.0
وَبِئْسَ,وبيس,,,,,0.0
الْمَصِيرُ,المصير,اسم,الْمَصِيرُ,,,0.0
هُمْ,,اسم,هم,,,0.0
,None,اسم,دَرَجَاتٌ,,,0.0
عِنْدَ,,اسم,عند,,,0.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
وَاللَّهُ,والله,,,لفظ_الجلالة,اسم,1.0
,None,اسم,بَصِيرٌ,,,0.0
,بما,حرف_جر,بِمَا,,,0.0
,يعملون,اسم,يَعْمَلُونَ,,,0.0
,لقد,حرف,لَقَدْ,,,0.0
,,فعل,,,,0.0
اللَّهُ,,اسم,اللَّهُ,لفظ_الجلالة,اسم,1.0
,علي,حرف_جر,عَلَى,,,0.0
,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
,اذ,حرف,إِذْ,,,0.0
,بعث,فعل,,,,0.0
,فيهم,حرف_جر,فِيهِمْ,,,0.0
,None,اسم,رَسُولًا,,,0.0
,,فعل,مِنْ,,,0.0
أَنْفُسِهِمْ,انفسهم,,,انفعل,فعل,1.0
يَتْلُو,يتلو,,,فعل,فعل,1.0
,عليهم,حرف_جر,عَلَيْهِمْ,,,0.0
,اياته,اسم,آيَاتِهِ,,,0.0
وَيُزَكِّيهِمْ,ويزكيهم,,,,,0.0
وَيُعَلِّمُهُمُ,ويعلمهم,,,فاعَل,فعل,1.0
الْكِتَابَ,الكتاب,اسم,الْكِتَابَ,,,0.0
وَالْحِكْمَةَ,والحكمه,,,فعل,فعل,1.0
,وان,حرف,وَإِنْ,,,0.0
كَانُوا,كانوا,,,مفعول,اسم,1.1
,,فعل,مِنْ,,,0.0
,قبل,حرف,قَبْلُ,,,0.0
,لفي,حرف,لَفِي,,,0.0
,None,اسم,ضَلَالٍ,,,0.0
,None,اسم,مُبِينٍ,,,0.0
أَوَلَمَّا,اولما,,,فعل,فعل,1.0
أَصَابَتْكُمْ,اصابتكم,,,فِعال,اسم,1.0
,None,اسم,مُصِيبَةٌ,,,0.0
,قد,حرف,قَدْ,,,0.0
أَصَبْتُمْ,اصبتم,,,أفعال,اسم,1.0
مِثْلَيْهَا,مثليها,,,فعل,فعل,1.0
قُلْتُمْ,قلتم,,,,,0.0
أَنَّىٰ,,اسم,اني,انفعل,فعل,1.0
هَٰذَا,,اسم,هذا,فعلان,اسم,1.0
,قل,فعل,قُلْ,,,0.0
هُوَ,,اسم,هو,,,0.0
,,فعل,مِنْ,,,0.0
عِنْدِ,,اسم,عند,,,0.0
أَنْفُسِكُمْ,انفسكم,,,انفعل,فعل,1.0
,ان,حرف,إِنَّ,,,0.0
اللَّهَ,,اسم,اللَّهَ,لفظ_الجلالة,اسم,1.0
,علي,حرف_جر,عَلَىٰ,,,0.0
,كل,اسم,كُلِّ,,,0.0
,None,اسم,شَيْءٍ,,,0.0
,None,اسم,قَدِيرٌ,,,0.0
,وما,حرف,وَمَا,,,0.0
أَصَابَكُمْ,اصابكم,,,تَفاعَل,فعل,1.0
يَوْمَ,يوم,,,يفعل,فعل,1.0
الْتَقَى,التقي,اسم,الْتَقَى,افتعل,فعل,0.6666666666666666
الْجَمْعَانِ,الجمعان,اسم,الْجَمْعَانِ,استفعال,اسم,0.75
فَبِإِذْنِ,فباذن,,,فعل,فعل,1.0
اللَّهِ,,اسم,اللَّهِ,لفظ_الجلالة,اسم,1.0
وَلِيَعْلَمَ,وليعلم,,,تَفاعَل,فعل,1.0
الْمُؤْمِنِينَ,المومنين,اسم,الْمُؤْمِنِينَ,,,0.0
وَلِيَعْلَمَ,وليعلم,,,تَفاعَل,فعل,1.0
الَّذِينَ,,اسم,الَّذِينَ,,,0.0
نَافَقُوا,نافقوا,,,,,0.0
وَقِيلَ,وقيل,,,فاعَل,فعل,1.0
,لهم,حرف_جر,لَهُمْ,,,0.0
,تعالوا,اسم,تَعَالَوْا,,,0.0
قَاتِلُوا,قاتلوا,,,فاعَل,فعل,1.0
